battle_id,attacker_name,defender_name,winner_name,attacker_bst,defender_bst,type_multiplier,attacker_type,defender_type,battle_date
4248,poliwrath,tentacruel,poliwrath,510,515,0.5,water,water,2025-11-02
4249,snorlax,dragonair,dragonair,540,420,1.0,normal,dragon,2025-06-09
4250,parasect,tauros,tauros,405,490,1.0,bug,normal,2026-03-06
4251,jigglypuff,charizard,jigglypuff,270,534,1.0,normal,fire,2025-03-19
4252,aerodactyl,lickitung,aerodactyl,515,385,1.0,rock,normal,2026-03-07
4253,jynx,diglett,jynx,455,265,2.0,ice,ground,2025-10-02
4254,koffing,alakazam,alakazam,340,500,1.0,poison,psychic,2025-10-19
4255,mew,meowth,mew,600,290,1.0,psychic,normal,2025-03-30
4256,zapdos,gastly,zapdos,580,310,1.0,electric,ghost,2025-07-09
4257,dugtrio,abra,dugtrio,425,310,1.0,ground,psychic,2025-09-16
4258,gastly,starmie,starmie,310,520,1.0,ghost,water,2025-06-08
4259,seel,pinsir,seel,325,500,1.0,water,bug,2025-05-24
4260,charmeleon,raticate,charmeleon,405,413,1.0,fire,normal,2025-12-27
4261,poliwag,hitmonlee,hitmonlee,300,455,1.0,water,fighting,2025-11-23
4262,staryu,hitmonlee,hitmonlee,340,455,1.0,water,fighting,2026-01-29
4263,sandshrew,kabutops,sandshrew,300,495,2.0,ground,rock,2025-12-28
4264,primeape,golduck,primeape,455,500,1.0,fighting,water,2026-01-17
4265,caterpie,machop,caterpie,195,305,0.5,bug,fighting,2025-05-11
4266,marowak,nidoqueen,nidoqueen,425,505,2.0,ground,poison,2025-04-12
4267,mew,horsea,horsea,600,295,1.0,psychic,water,2026-01-19
4268,grimer,poliwhirl,poliwhirl,325,385,1.0,poison,water,2026-01-19
4269,alakazam,omanyte,omanyte,500,355,1.0,psychic,rock,2025-11-04
4270,butterfree,mr-mime,mr-mime,395,460,2.0,bug,psychic,2025-06-03
4271,oddish,ivysaur,ivysaur,320,405,0.5,grass,grass,2025-06-30
4272,mankey,hitmonlee,hitmonlee,305,455,1.0,fighting,fighting,2026-01-15
4273,ekans,magikarp,ekans,288,200,1.0,poison,water,2025-05-17
4274,tentacool,bulbasaur,bulbasaur,335,318,0.5,water,grass,2025-09-10
4275,gastly,horsea,horsea,310,295,1.0,ghost,water,2025-12-13
4276,squirtle,pikachu,pikachu,314,320,1.0,water,electric,2025-05-19
4277,charizard,victreebel,charizard,534,490,2.0,fire,grass,2025-12-17
4278,poliwag,butterfree,butterfree,300,395,1.0,water,bug,2025-11-27
4279,psyduck,dugtrio,psyduck,320,425,2.0,water,ground,2025-07-15
4280,pidgey,horsea,pidgey,251,295,1.0,normal,water,2025-12-29
4281,blastoise,nidoqueen,nidoqueen,530,505,1.0,water,poison,2025-11-23
4282,gengar,ponyta,ponyta,500,410,1.0,ghost,fire,2025-07-29
4283,wigglytuff,pidgeotto,pidgeotto,435,349,1.0,normal,normal,2025-12-16
4284,mr-mime,hypno,mr-mime,460,483,0.5,psychic,psychic,2025-08-28
4285,blastoise,porygon,blastoise,530,395,1.0,water,normal,2025-08-04
4286,sandslash,fearow,fearow,450,442,1.0,ground,normal,2025-11-19
4287,rattata,wigglytuff,wigglytuff,253,435,1.0,normal,normal,2025-07-28
4288,arcanine,oddish,arcanine,555,320,2.0,fire,grass,2025-06-14
4289,snorlax,flareon,flareon,540,525,1.0,normal,fire,2025-05-09
4290,mewtwo,dodrio,dodrio,680,470,1.0,psychic,normal,2025-12-17
4291,porygon,moltres,porygon,395,580,1.0,normal,fire,2025-07-21
4292,koffing,vileplume,vileplume,340,490,2.0,poison,grass,2025-07-23
4293,tentacool,magnemite,tentacool,335,325,1.0,water,electric,2025-11-18
4294,charizard,dugtrio,charizard,534,425,1.0,fire,ground,2025-08-27
4295,omanyte,staryu,staryu,355,340,1.0,rock,water,2025-05-14
4296,nidorina,nidorino,nidorino,365,365,0.5,poison,poison,2025-11-10
4297,porygon,nidoran-f,porygon,395,275,1.0,normal,poison,2025-08-17
4298,dragonite,clefairy,clefairy,600,323,0.0,dragon,fairy,2025-12-05
4299,omanyte,poliwag,poliwag,355,300,1.0,rock,water,2025-11-04
4300,weedle,lapras,lapras,195,535,1.0,bug,water,2025-06-02
4301,rattata,poliwrath,poliwrath,253,510,1.0,normal,water,2026-01-24
4302,dewgong,jolteon,jolteon,475,525,1.0,water,electric,2025-10-26
4303,machoke,seel,machoke,405,325,1.0,fighting,water,2025-12-06
4304,butterfree,weezing,weezing,395,490,0.5,bug,poison,2025-11-22
4305,clefable,primeape,primeape,483,455,2.0,fairy,fighting,2026-01-21
4306,eevee,ninetales,ninetales,325,505,1.0,normal,fire,2026-01-30
4307,koffing,kabuto,koffing,340,355,0.5,poison,rock,2025-09-24
4308,goldeen,oddish,oddish,320,320,0.5,water,grass,2025-09-16
4309,wartortle,blastoise,blastoise,405,530,0.5,water,water,2026-02-22
4310,squirtle,wartortle,squirtle,314,405,0.5,water,water,2025-12-13
4311,mewtwo,spearow,mewtwo,680,262,1.0,psychic,normal,2025-11-30
4312,jynx,raichu,jynx,455,485,1.0,ice,electric,2025-06-05
4313,drowzee,beedrill,beedrill,328,395,1.0,psychic,bug,2025-05-02
4314,squirtle,jigglypuff,jigglypuff,314,270,1.0,water,normal,2025-09-28
4315,krabby,nidorina,nidorina,325,365,1.0,water,poison,2025-06-22
4316,graveler,machoke,graveler,390,405,0.5,rock,fighting,2025-06-01
4317,ninetales,dragonair,dragonair,505,420,0.5,fire,dragon,2025-10-11
4318,magmar,vaporeon,vaporeon,495,525,0.5,fire,water,2026-01-27
4319,jigglypuff,vileplume,vileplume,270,490,1.0,normal,grass,2025-10-11
4320,magikarp,metapod,magikarp,200,205,1.0,water,bug,2025-07-10
4321,metapod,gyarados,gyarados,205,540,1.0,bug,water,2026-02-22
4322,butterfree,weedle,butterfree,395,195,1.0,bug,bug,2025-10-25
4323,abra,hypno,hypno,310,483,0.5,psychic,psychic,2025-09-14
4324,ekans,haunter,haunter,288,405,0.5,poison,ghost,2025-10-18
4325,flareon,jigglypuff,flareon,525,270,1.0,fire,normal,2025-05-23
4326,nidoran-m,poliwhirl,nidoran-m,273,385,1.0,poison,water,2025-10-21
4327,lapras,arcanine,arcanine,535,555,2.0,water,fire,2025-08-30
4328,weedle,gengar,gengar,195,500,0.5,bug,ghost,2025-12-10
4329,dragonair,hypno,hypno,420,483,1.0,dragon,psychic,2025-05-29
4330,metapod,starmie,metapod,205,520,1.0,bug,water,2025-11-21
4331,poliwrath,hitmonlee,hitmonlee,510,455,1.0,water,fighting,2025-04-27
4332,snorlax,goldeen,snorlax,540,320,1.0,normal,water,2026-02-27
4333,jolteon,venonat,jolteon,525,305,1.0,electric,bug,2026-02-04
4334,bellsprout,weedle,weedle,300,195,0.5,grass,bug,2025-08-19
4335,alakazam,flareon,alakazam,500,525,1.0,psychic,fire,2025-05-27
4336,flareon,ivysaur,flareon,525,405,2.0,fire,grass,2025-10-26
4337,paras,kabutops,kabutops,285,495,1.0,bug,rock,2025-06-25
4338,kadabra,eevee,kadabra,400,325,1.0,psychic,normal,2025-12-01
4339,flareon,pidgeotto,flareon,525,349,1.0,fire,normal,2025-11-03
4340,wigglytuff,pidgeotto,wigglytuff,435,349,1.0,normal,normal,2025-08-15
4341,golem,gloom,golem,495,395,1.0,rock,grass,2025-04-11
4342,slowpoke,marowak,slowpoke,315,425,2.0,water,ground,2026-02-25
4343,abra,lickitung,lickitung,310,385,1.0,psychic,normal,2025-12-31
4344,onix,flareon,onix,385,525,2.0,rock,fire,2026-01-13
4345,slowbro,alakazam,slowbro,490,500,1.0,water,psychic,2026-02-15
4346,voltorb,graveler,graveler,330,390,1.0,electric,rock,2025-04-18
4347,voltorb,zubat,voltorb,330,245,1.0,electric,poison,2025-08-28
4348,graveler,metapod,graveler,390,205,2.0,rock,bug,2025-11-10
4349,onix,grimer,grimer,385,325,1.0,rock,poison,2025-12-02
4350,golem,diglett,diglett,495,265,0.5,rock,ground,2026-02-24
4351,fearow,starmie,fearow,442,520,1.0,normal,water,2025-08-09
4352,tentacool,graveler,tentacool,335,390,2.0,water,rock,2025-06-09
4353,gyarados,charizard,charizard,540,534,2.0,water,fire,2026-01-11
4354,onix,poliwrath,poliwrath,385,510,1.0,rock,water,2025-06-24
4355,eevee,paras,paras,325,285,1.0,normal,bug,2025-10-17
4356,dodrio,clefairy,dodrio,470,323,1.0,normal,fairy,2025-03-16
4357,pidgey,grimer,pidgey,251,325,1.0,normal,poison,2025-03-21
4358,beedrill,graveler,beedrill,395,390,1.0,bug,rock,2025-11-17
4359,psyduck,cloyster,psyduck,320,525,0.5,water,water,2025-06-11
4360,machop,mew,mew,305,600,0.5,fighting,psychic,2025-03-10
4361,nidoran-m,exeggcute,exeggcute,273,325,2.0,poison,grass,2025-12-25
4362,sandshrew,arbok,sandshrew,300,448,2.0,ground,poison,2025-05-04
4363,seadra,jolteon,jolteon,440,525,1.0,water,electric,2026-01-03
4364,kabuto,weedle,kabuto,355,195,2.0,rock,bug,2025-11-26
4365,poliwrath,arbok,arbok,510,448,1.0,water,poison,2025-11-26
4366,pinsir,mankey,pinsir,500,305,0.5,bug,fighting,2025-04-12
4367,farfetchd,growlithe,farfetchd,377,350,1.0,normal,fire,2025-08-11
4368,blastoise,raticate,raticate,530,413,1.0,water,normal,2025-04-28
4369,gyarados,tauros,tauros,540,490,1.0,water,normal,2025-09-21
4370,voltorb,pikachu,pikachu,330,320,0.5,electric,electric,2025-06-24
4371,marowak,aerodactyl,aerodactyl,425,515,2.0,ground,rock,2025-06-12
4372,venusaur,venonat,venusaur,525,305,0.5,grass,bug,2026-02-22
4373,wartortle,mew,wartortle,405,600,1.0,water,psychic,2025-08-07
4374,nidoran-f,kabutops,nidoran-f,275,495,0.5,poison,rock,2025-05-06
4375,jolteon,charmander,jolteon,525,309,1.0,electric,fire,2025-08-26
4376,seel,starmie,starmie,325,520,0.5,water,water,2025-06-26
4377,machamp,tentacruel,tentacruel,505,515,1.0,fighting,water,2025-05-06
4378,nidoqueen,hitmonchan,hitmonchan,505,455,1.0,poison,fighting,2025-04-24
4379,golduck,electrode,golduck,500,490,1.0,water,electric,2025-09-11
4380,clefairy,beedrill,clefairy,323,395,1.0,fairy,bug,2025-05-02
4381,rattata,nidoran-m,nidoran-m,253,273,1.0,normal,poison,2025-04-14
4382,dragonair,geodude,dragonair,420,300,1.0,dragon,rock,2025-10-09
4383,growlithe,poliwag,poliwag,350,300,0.5,fire,water,2025-07-06
4384,grimer,squirtle,squirtle,325,314,1.0,poison,water,2025-08-11
4385,diglett,gloom,gloom,265,395,0.5,ground,grass,2025-12-17
4386,mankey,gyarados,mankey,305,540,1.0,fighting,water,2025-11-05
4387,horsea,victreebel,victreebel,295,490,0.5,water,grass,2025-08-05
4388,raticate,arbok,raticate,413,448,1.0,normal,poison,2026-02-17
4389,golem,nidoking,nidoking,495,505,1.0,rock,poison,2025-08-11
4390,metapod,gengar,gengar,205,500,0.5,bug,ghost,2025-09-16
4391,poliwhirl,pinsir,pinsir,385,500,1.0,water,bug,2025-07-31
4392,rhydon,butterfree,butterfree,485,395,0.5,ground,bug,2026-01-17
4393,nidorina,nidorino,nidorino,365,365,0.5,poison,poison,2026-02-26
4394,metapod,diglett,diglett,205,265,1.0,bug,ground,2026-02-07
4395,vaporeon,persian,vaporeon,525,440,1.0,water,normal,2025-08-16
4396,ekans,squirtle,ekans,288,314,1.0,poison,water,2025-03-22
4397,seadra,rattata,seadra,440,253,1.0,water,normal,2025-11-19
4398,raichu,vileplume,vileplume,485,490,0.5,electric,grass,2025-10-28
4399,grimer,gastly,grimer,325,310,0.5,poison,ghost,2025-07-30
4400,lapras,kabutops,lapras,535,495,2.0,water,rock,2025-05-19
4401,sandslash,electabuzz,sandslash,450,490,2.0,ground,electric,2025-07-02
4402,koffing,articuno,articuno,340,580,1.0,poison,ice,2025-12-24
4403,psyduck,jolteon,jolteon,320,525,1.0,water,electric,2025-10-10
4404,metapod,nidorina,nidorina,205,365,0.5,bug,poison,2025-05-28
4405,ivysaur,flareon,flareon,405,525,0.5,grass,fire,2025-11-28
4406,grimer,ponyta,grimer,325,410,1.0,poison,fire,2025-03-31
4407,kabutops,flareon,kabutops,495,525,2.0,rock,fire,2026-02-12
4408,golduck,poliwag,poliwag,500,300,0.5,water,water,2025-04-27
4409,nidoran-m,kakuna,nidoran-m,273,205,1.0,poison,bug,2025-08-30
4410,horsea,charmeleon,charmeleon,295,405,2.0,water,fire,2026-02-11
4411,gyarados,onix,onix,540,385,2.0,water,rock,2025-05-14
4412,pidgeotto,graveler,pidgeotto,349,390,0.5,normal,rock,2025-12-04
4413,charmeleon,horsea,horsea,405,295,0.5,fire,water,2025-05-13
4414,oddish,cubone,cubone,320,320,2.0,grass,ground,2025-03-11
4415,dratini,lickitung,lickitung,300,385,1.0,dragon,normal,2025-05-18
4416,hypno,golem,golem,483,495,1.0,psychic,rock,2025-04-13
4417,seadra,ekans,ekans,440,288,1.0,water,poison,2025-10-07
4418,ninetales,omanyte,omanyte,505,355,0.5,fire,rock,2025-05-15
4419,kingler,moltres,kingler,475,580,2.0,water,fire,2025-09-19
4420,zapdos,sandshrew,sandshrew,580,300,0.0,electric,ground,2025-06-24
4421,slowbro,moltres,slowbro,490,580,2.0,water,fire,2025-11-28
4422,vileplume,venomoth,vileplume,490,450,0.5,grass,bug,2025-11-13
4423,golem,vulpix,vulpix,495,299,2.0,rock,fire,2025-07-30
4424,cubone,zapdos,zapdos,320,580,2.0,ground,electric,2026-02-07
4425,marowak,charizard,charizard,425,534,2.0,ground,fire,2025-07-08
4426,wigglytuff,exeggcute,exeggcute,435,325,1.0,normal,grass,2025-07-16
4427,hitmonchan,wartortle,wartortle,455,405,1.0,fighting,water,2025-12-08
4428,mankey,slowbro,slowbro,305,490,1.0,fighting,water,2025-11-11
4429,vaporeon,primeape,vaporeon,525,455,1.0,water,fighting,2025-04-02
4430,haunter,abra,abra,405,310,2.0,ghost,psychic,2025-06-14
4431,clefable,articuno,articuno,483,580,1.0,fairy,ice,2025-10-13
4432,bulbasaur,muk,muk,318,500,0.5,grass,poison,2025-04-02
4433,nidoqueen,vulpix,vulpix,505,299,1.0,poison,fire,2025-05-22
4434,rhydon,grimer,rhydon,485,325,2.0,ground,poison,2025-12-22
4435,cubone,gastly,gastly,320,310,1.0,ground,ghost,2025-12-22
4436,rhydon,bellsprout,rhydon,485,300,0.5,ground,grass,2025-05-30
4437,krabby,dratini,dratini,325,300,0.5,water,dragon,2025-08-11
4438,rattata,mankey,rattata,253,305,1.0,normal,fighting,2025-07-04
4439,weezing,raichu,raichu,490,485,1.0,poison,electric,2025-03-21
4440,ninetales,venomoth,venomoth,505,450,2.0,fire,bug,2025-09-28
4441,dratini,dewgong,dewgong,300,475,1.0,dragon,water,2026-01-05
4442,alakazam,diglett,diglett,500,265,1.0,psychic,ground,2025-08-15
4443,omastar,jigglypuff,omastar,495,270,1.0,rock,normal,2025-09-29
4444,lapras,weepinbell,weepinbell,535,390,0.5,water,grass,2026-02-15
4445,wartortle,oddish,oddish,405,320,0.5,water,grass,2025-11-13
4446,bulbasaur,ivysaur,ivysaur,318,405,0.5,grass,grass,2025-06-17
4447,rhydon,electrode,electrode,485,490,2.0,ground,electric,2025-08-20
4448,pidgeotto,beedrill,pidgeotto,349,395,1.0,normal,bug,2025-08-21
4449,magikarp,meowth,magikarp,200,290,1.0,water,normal,2025-03-30
4450,diglett,seel,seel,265,325,1.0,ground,water,2026-02-22
4451,weedle,pidgeotto,pidgeotto,195,349,1.0,bug,normal,2026-02-07
4452,tentacool,spearow,tentacool,335,262,1.0,water,normal,2025-05-01
4453,rattata,farfetchd,rattata,253,377,1.0,normal,normal,2025-08-11
4454,paras,vaporeon,paras,285,525,1.0,bug,water,2025-05-13
4455,tangela,hitmonlee,hitmonlee,435,455,1.0,grass,fighting,2026-02-10
4456,onix,primeape,primeape,385,455,0.5,rock,fighting,2025-10-20
4457,charmeleon,pinsir,charmeleon,405,500,2.0,fire,bug,2025-05-05
4458,tentacruel,electrode,tentacruel,515,490,1.0,water,electric,2025-03-07
4459,kangaskhan,clefable,clefable,490,483,1.0,normal,fairy,2025-08-09
4460,nidoking,clefable,nidoking,505,483,2.0,poison,fairy,2025-05-27
4461,arbok,magmar,magmar,448,495,1.0,poison,fire,2025-07-08
4462,kingler,weedle,weedle,475,195,1.0,water,bug,2025-05-22
4463,pidgeot,machamp,pidgeot,479,505,1.0,normal,fighting,2025-06-12
4464,porygon,machamp,porygon,395,505,1.0,normal,fighting,2025-11-28
4465,dugtrio,meowth,dugtrio,425,290,1.0,ground,normal,2026-01-21
4466,nidoking,magnemite,nidoking,505,325,1.0,poison,electric,2025-12-10
4467,meowth,muk,muk,290,500,1.0,normal,poison,2025-08-14
4468,sandslash,staryu,sandslash,450,340,1.0,ground,water,2026-01-26
4469,seaking,venusaur,seaking,450,525,0.5,water,grass,2025-12-13
4470,sandshrew,spearow,spearow,300,262,1.0,ground,normal,2026-03-07
4471,krabby,nidoran-f,krabby,325,275,1.0,water,poison,2025-08-03
4472,poliwhirl,ditto,ditto,385,288,1.0,water,normal,2025-09-26
4473,nidoking,staryu,nidoking,505,340,1.0,poison,water,2025-05-18
4474,muk,hypno,muk,500,483,1.0,poison,psychic,2025-11-16
4475,kangaskhan,raticate,raticate,490,413,1.0,normal,normal,2025-06-01
4476,golem,slowpoke,golem,495,315,1.0,rock,water,2026-02-10
4477,gloom,dragonite,dragonite,395,600,0.5,grass,dragon,2025-12-25
4478,exeggcute,golem,exeggcute,325,495,2.0,grass,rock,2026-01-18
4479,rhyhorn,victreebel,victreebel,345,490,0.5,ground,grass,2026-02-08
4480,poliwhirl,horsea,poliwhirl,385,295,0.5,water,water,2025-10-30
4481,sandshrew,exeggcute,exeggcute,300,325,0.5,ground,grass,2026-01-11
4482,vulpix,seaking,seaking,299,450,0.5,fire,water,2025-06-25
4483,ditto,gloom,gloom,288,395,1.0,normal,grass,2026-01-28
4484,charmander,golbat,golbat,309,455,1.0,fire,poison,2025-06-29
4485,mew,omanyte,omanyte,600,355,1.0,psychic,rock,2026-01-14
4486,diglett,machoke,machoke,265,405,1.0,ground,fighting,2025-08-05
4487,gloom,dratini,dratini,395,300,0.5,grass,dragon,2025-06-29
4488,chansey,poliwag,poliwag,450,300,1.0,normal,water,2025-11-09
4489,omastar,abra,abra,495,310,1.0,rock,psychic,2025-06-17
4490,paras,kabuto,kabuto,285,355,1.0,bug,rock,2025-09-25
4491,marowak,wartortle,marowak,425,405,1.0,ground,water,2025-05-18
4492,horsea,charizard,horsea,295,534,2.0,water,fire,2025-03-13
4493,mew,kabuto,kabuto,600,355,1.0,psychic,rock,2025-07-31
4494,cubone,nidoqueen,cubone,320,505,2.0,ground,poison,2025-03-14
4495,pidgey,cubone,cubone,251,320,1.0,normal,ground,2025-06-26
4496,poliwhirl,cubone,poliwhirl,385,320,2.0,water,ground,2025-12-22
4497,charmander,gengar,gengar,309,500,1.0,fire,ghost,2025-08-27
4498,omastar,vulpix,omastar,495,299,2.0,rock,fire,2025-12-10
4499,parasect,growlithe,growlithe,405,350,0.5,bug,fire,2025-09-21
4500,zubat,ekans,ekans,245,288,0.5,poison,poison,2025-03-25
4501,gengar,charmander,charmander,500,309,1.0,ghost,fire,2025-06-04
4502,kangaskhan,sandshrew,sandshrew,490,300,1.0,normal,ground,2025-08-12
4503,moltres,jigglypuff,jigglypuff,580,270,1.0,fire,normal,2025-06-13
4504,vileplume,rattata,rattata,490,253,1.0,grass,normal,2025-12-26
4505,doduo,moltres,moltres,310,580,1.0,normal,fire,2025-07-17
4506,metapod,snorlax,snorlax,205,540,1.0,bug,normal,2025-03-23
4507,bellsprout,poliwhirl,bellsprout,300,385,2.0,grass,water,2025-04-30
4508,omastar,geodude,geodude,495,300,1.0,rock,rock,2026-02-27
4509,zubat,nidorino,nidorino,245,365,0.5,poison,poison,2026-02-16
4510,dodrio,blastoise,blastoise,470,530,1.0,normal,water,2025-03-18
4511,arcanine,omastar,omastar,555,495,0.5,fire,rock,2025-05-05
4512,alakazam,gyarados,gyarados,500,540,1.0,psychic,water,2025-04-10
4513,nidoking,ponyta,ponyta,505,410,1.0,poison,fire,2025-09-16
4514,ditto,aerodactyl,aerodactyl,288,515,0.5,normal,rock,2025-04-10
4515,fearow,tentacruel,fearow,442,515,1.0,normal,water,2025-04-21
4516,kabuto,gyarados,gyarados,355,540,1.0,rock,water,2026-02-17
4517,chansey,arbok,chansey,450,448,1.0,normal,poison,2025-12-06
4518,poliwhirl,kabuto,poliwhirl,385,355,2.0,water,rock,2025-08-20
4519,scyther,dugtrio,scyther,500,425,1.0,bug,ground,2025-04-05
4520,venonat,squirtle,squirtle,305,314,1.0,bug,water,2025-07-19
4521,victreebel,krabby,krabby,490,325,2.0,grass,water,2025-04-27
4522,pidgeotto,seaking,seaking,349,450,1.0,normal,water,2025-06-08
4523,pinsir,kingler,kingler,500,475,1.0,bug,water,2025-04-22
4524,dragonair,rhydon,rhydon,420,485,1.0,dragon,ground,2025-12-19
4525,nidoking,magneton,nidoking,505,465,1.0,poison,electric,2025-11-27
4526,pinsir,caterpie,caterpie,500,195,1.0,bug,bug,2025-06-08
4527,magneton,jolteon,magneton,465,525,0.5,electric,electric,2025-04-12
4528,venonat,poliwhirl,venonat,305,385,1.0,bug,water,2025-03-16
4529,bellsprout,wartortle,wartortle,300,405,2.0,grass,water,2025-09-04
4530,voltorb,krabby,krabby,330,325,2.0,electric,water,2025-09-19
4531,seadra,moltres,seadra,440,580,2.0,water,fire,2025-03-28
4532,nidoran-m,oddish,nidoran-m,273,320,2.0,poison,grass,2025-06-03
4533,paras,grimer,grimer,285,325,0.5,bug,poison,2025-10-21
4534,alakazam,parasect,parasect,500,405,1.0,psychic,bug,2025-08-18
4535,goldeen,electrode,goldeen,320,490,1.0,water,electric,2025-09-08
4536,golem,venonat,golem,495,305,2.0,rock,bug,2025-04-17
4537,clefairy,porygon,porygon,323,395,1.0,fairy,normal,2025-10-21
4538,electrode,primeape,primeape,490,455,1.0,electric,fighting,2025-11-28
4539,kabuto,dratini,dratini,355,300,1.0,rock,dragon,2025-09-14
4540,cubone,oddish,cubone,320,320,0.5,ground,grass,2025-03-22
4541,doduo,venonat,venonat,310,305,1.0,normal,bug,2025-09-16
4542,jynx,paras,paras,455,285,1.0,ice,bug,2025-09-13
4543,voltorb,oddish,oddish,330,320,0.5,electric,grass,2025-12-10
4544,cubone,mew,cubone,320,600,1.0,ground,psychic,2025-03-17
4545,primeape,grimer,grimer,455,325,0.5,fighting,poison,2025-03-21
4546,onix,sandshrew,onix,385,300,0.5,rock,ground,2025-06-22
4547,sandslash,articuno,articuno,450,580,1.0,ground,ice,2025-08-30
4548,gengar,squirtle,squirtle,500,314,1.0,ghost,water,2025-06-30
4549,eevee,machamp,machamp,325,505,1.0,normal,fighting,2025-05-25
4550,doduo,charmeleon,charmeleon,310,405,1.0,normal,fire,2025-07-01
4551,geodude,machoke,geodude,300,405,0.5,rock,fighting,2025-11-28
4552,slowpoke,nidoqueen,nidoqueen,315,505,1.0,water,poison,2025-06-18
4553,dragonair,raticate,raticate,420,413,1.0,dragon,normal,2026-01-09
4554,jynx,oddish,jynx,455,320,2.0,ice,grass,2025-06-13
4555,seel,dragonite,dragonite,325,600,0.5,water,dragon,2026-02-16
4556,ekans,gengar,ekans,288,500,0.5,poison,ghost,2025-10-01
4557,ekans,doduo,ekans,288,310,1.0,poison,normal,2026-01-11
4558,doduo,meowth,doduo,310,290,1.0,normal,normal,2025-12-09
4559,gengar,golduck,golduck,500,500,1.0,ghost,water,2025-07-07
4560,jolteon,pikachu,jolteon,525,320,0.5,electric,electric,2025-08-01
4561,kangaskhan,magneton,kangaskhan,490,465,1.0,normal,electric,2025-04-24
4562,bellsprout,jigglypuff,jigglypuff,300,270,1.0,grass,normal,2025-04-12
4563,sandslash,tentacruel,tentacruel,450,515,1.0,ground,water,2026-01-22
4564,caterpie,cloyster,caterpie,195,525,1.0,bug,water,2025-08-23
4565,flareon,nidoran-m,nidoran-m,525,273,1.0,fire,poison,2025-06-12
4566,mr-mime,articuno,mr-mime,460,580,1.0,psychic,ice,2025-12-30
4567,scyther,ivysaur,scyther,500,405,2.0,bug,grass,2025-12-31
4568,poliwhirl,ditto,poliwhirl,385,288,1.0,water,normal,2025-09-10
4569,exeggutor,golbat,golbat,530,455,0.5,grass,poison,2025-09-19
4570,snorlax,weezing,snorlax,540,490,1.0,normal,poison,2025-09-22
4571,mewtwo,gyarados,mewtwo,680,540,1.0,psychic,water,2025-07-20
4572,omanyte,tangela,omanyte,355,435,1.0,rock,grass,2025-12-12
4573,clefable,pinsir,pinsir,483,500,1.0,fairy,bug,2025-06-19
4574,dewgong,tentacool,tentacool,475,335,0.5,water,water,2025-09-15
4575,mew,koffing,koffing,600,340,2.0,psychic,poison,2025-09-26
4576,geodude,paras,geodude,300,285,2.0,rock,bug,2025-10-03
4577,nidoqueen,fearow,fearow,505,442,1.0,poison,normal,2025-07-31
4578,seel,squirtle,seel,325,314,0.5,water,water,2026-03-04
4579,metapod,wigglytuff,wigglytuff,205,435,1.0,bug,normal,2025-08-29
4580,arcanine,mew,mew,555,600,1.0,fire,psychic,2025-11-09
4581,rattata,poliwhirl,rattata,253,385,1.0,normal,water,2026-01-07
4582,doduo,magneton,doduo,310,465,1.0,normal,electric,2026-03-05
4583,farfetchd,grimer,farfetchd,377,325,1.0,normal,poison,2025-06-13
4584,persian,koffing,persian,440,340,1.0,normal,poison,2025-12-04
4585,raichu,tentacruel,raichu,485,515,2.0,electric,water,2025-06-14
4586,jolteon,kingler,jolteon,525,475,2.0,electric,water,2025-04-24
4587,magmar,vulpix,vulpix,495,299,0.5,fire,fire,2025-03-19
4588,primeape,koffing,koffing,455,340,0.5,fighting,poison,2025-04-15
4589,chansey,graveler,graveler,450,390,0.5,normal,rock,2025-12-21
4590,ivysaur,nidoking,nidoking,405,505,0.5,grass,poison,2025-06-17
4591,oddish,onix,oddish,320,385,2.0,grass,rock,2026-01-31
4592,jolteon,mankey,mankey,525,305,1.0,electric,fighting,2025-12-09
4593,kabuto,sandslash,sandslash,355,450,0.5,rock,ground,2025-11-30
4594,pidgeotto,nidorino,pidgeotto,349,365,1.0,normal,poison,2025-12-24
4595,ivysaur,slowpoke,ivysaur,405,315,2.0,grass,water,2026-02-05
4596,hypno,venusaur,venusaur,483,525,1.0,psychic,grass,2025-06-14
4597,abra,hitmonchan,abra,310,455,2.0,psychic,fighting,2025-12-16
4598,persian,aerodactyl,aerodactyl,440,515,0.5,normal,rock,2026-02-23
4599,porygon,oddish,oddish,395,320,1.0,normal,grass,2025-08-13
4600,eevee,ekans,ekans,325,288,1.0,normal,poison,2025-12-07
4601,parasect,shellder,parasect,405,305,1.0,bug,water,2025-09-24
4602,machoke,haunter,haunter,405,405,0.0,fighting,ghost,2025-10-22
4603,jynx,clefairy,jynx,455,323,1.0,ice,fairy,2025-05-19
4604,blastoise,doduo,blastoise,530,310,1.0,water,normal,2026-01-20
4605,lapras,seadra,seadra,535,440,0.5,water,water,2025-04-05
4606,aerodactyl,poliwrath,poliwrath,515,510,1.0,rock,water,2025-08-19
4607,kakuna,kabutops,kabutops,205,495,1.0,bug,rock,2025-07-25
4608,nidoqueen,starmie,nidoqueen,505,520,1.0,poison,water,2025-07-16
4609,mankey,dugtrio,dugtrio,305,425,1.0,fighting,ground,2025-11-16
4610,zapdos,mewtwo,mewtwo,580,680,1.0,electric,psychic,2026-02-21
4611,doduo,parasect,doduo,310,405,1.0,normal,bug,2025-05-16
4612,moltres,golduck,golduck,580,500,0.5,fire,water,2025-12-10
